Sample_ID,Feature_1,Feature_2,Feature_3
812,-2.01,61100.81,-7917.58
813,-2.86,6971.24,-9343.63
814,-2.1,36166.43,-6362.52
815,2.42,56386.11,5456.09
816,1.89,14342.64,5271.56
817,-8.45,59706.06,-6320.44
818,0.79,36390.65,-16.44
819,2.77,40805.67,-2738.82
820,4.53,62686.03,5605.05
821,4.02,87300.55,6418.19
822,3.28,40479.51,5266.47
823,-2.42,29771.28,-7151.05
824,-2.69,27791.25,-6987.21
825,-1.71,39939.51,-6112.72
826,3.28,1.06,5136.33
827,3.12,7503.92,5537.88
828,1.29,31421.11,-2312.65
829,-2.47,41197.2,-8653.37
830,-5.0,27739.01,-5999.47
831,1.79,51135.14,-2181.24
832,1.46,48818.43,-2673.21
833,-2.5,37363.65,-7341.8
834,-10.19,26385.14,-6666.2
835,-8.87,30671.18,-5110.41
836,3.26,5349.65,4752.04
837,-8.51,74878.38,-7176.9
838,6.32,35988.68,-4891.57
839,5.13,4759.6,6032.34
840,2.01,7147.52,7067.08
841,-3.6,53899.5,-6710.68
842,-9.61,44427.99,-5750.94
843,-2.5,26107.4,-6267.25
844,3.34,22585.19,7236.61
845,-9.36,51499.36,-5966.32
846,2.63,23933.8,-2156.3
847,2.38,36394.25,-1979.01
848,8.42,49945.59,-4153.4
849,2.71,45029.66,-4151.56
850,6.59,33063.71,-3899.06
851,-8.34,39275.87,-5940.95
852,4.0,52371.83,4682.71
853,-7.86,35587.56,-5719.21
854,2.97,4652.26,6385.17
855,-3.91,3918.85,-7835.31
856,-0.61,17259.11,-1878.13
857,7.97,17238.19,-5510.26
858,7.52,15209.26,-3933.93
859,-4.22,35286.54,-6891.44
860,8.72,21931.78,-5007.26
861,-3.23,32701.5,-6093.88
862,6.51,40773.33,-4596.18
863,-3.89,61388.12,-6726.21
864,-3.38,3526.75,-5194.86
865,0.56,30370.93,-2077.56
866,1.68,15483.37,6430.94
867,0.21,47487.73,-941.36
868,-3.67,25081.41,-6758.77
869,-3.02,37132.19,-6552.41
870,6.88,21131.36,-5476.37
871,3.57,45237.98,5264.37
872,-9.1,26983.22,-8102.62
873,-0.89,4316.81,-7001.52
874,3.83,41358.68,5273.28
875,2.09,886.37,-905.83
876,2.53,45677.32,6224.33
877,8.51,42931.08,-3615.92
878,8.32,29997.5,-5161.15
879,4.56,27717.18,5088.87
880,0.64,65643.41,4658.95
881,2.71,49020.35,-1304.84
882,2.9,27811.28,-2532.66
883,8.17,822.62,-4199.37
884,-10.29,38744.78,-6052.42
885,-8.81,13083.4,-7196.61
886,-8.38,26645.75,-5989.22
887,-1.49,25901.21,-5972.99
888,5.78,21706.48,6863.14
889,-4.03,1705.32,-7807.64
890,-4.07,6417.26,-8589.68
891,-3.58,17642.85,-6256.48
892,3.77,36621.55,6710.74
893,1.99,51782.43,-1771.53
894,1.27,35862.33,-3547.0
895,-4.16,35675.12,-7698.75
896,8.32,47108.42,-3454.43
897,2.93,60955.21,-3424.79
898,-4.13,73778.49,-6362.38
899,3.88,39139.95,7113.7
900,5.2,45037.87,4340.12
901,2.69,3140.32,-1465.46
902,-3.76,12582.48,-7887.99
903,-2.01,59266.58,-7477.96
904,1.71,11941.41,5954.61
905,1.38,11732.09,-1074.56
906,8.55,40475.73,-4941.14
907,1.81,50608.55,-2923.98
908,3.16,18841.85,3824.52
909,1.4,2150.27,-2113.34
910,7.67,62216.7,-4798.25
911,2.22,55917.93,-1023.24
912,1.99,35459.09,-2305.15
913,-3.29,1156.05,-6983.58
914,1.76,24423.39,-2106.55
915,4.76,8551.48,-4006.79
916,-9.75,14630.12,-5541.44
917,3.04,4467.6,-54.59
918,-3.37,23030.9,-7336.15
919,8.46,1049.25,-5987.25
920,8.75,5315.71,-4362.64
921,-8.2,48767.13,-7174.01
922,3.91,4439.29,4131.04
923,8.53,16059.13,-3566.14
924,2.47,30697.76,-2493.46
925,1.01,6.02,-1352.83
926,-2.78,53815.77,-7635.3
927,2.39,35855.64,-2484.0
928,3.08,19041.41,-1025.59
929,1.88,51458.16,-2724.66
930,-8.88,17069.37,-4181.62
931,-3.89,12725.85,-5709.88
932,6.66,6219.82,-4097.9
933,3.6,1831.15,6136.68
934,2.25,58295.01,4930.26
935,6.87,6172.63,-3811.69
936,-3.03,1054.92,-4587.66
937,-9.62,7425.68,-5713.47
938,-3.6,17477.04,-6904.64
939,7.45,32598.88,-3787.27
940,3.6,16799.47,6193.08
941,-8.61,37662.42,-8597.29
942,0.99,24309.74,-564.75
943,2.56,14535.83,-2500.44
944,-2.17,21043.63,-7327.93
945,-2.33,32634.09,-7501.53
946,-4.03,47670.39,-6803.64
947,0.95,14350.9,5532.81
948,-2.84,38357.85,-7354.93
949,-3.73,73904.7,-7834.9
950,3.77,319.94,7809.8
951,-2.31,6254.74,-7652.5
952,1.51,53696.33,-2961.97
953,1.53,56270.64,-2927.75
954,-4.5,46285.52,-7153.81
955,2.69,30612.92,-2538.52
956,-3.62,54092.12,-8022.47
957,-9.74,61382.0,-7252.45
958,-2.81,60996.8,-4046.75
959,1.97,58558.45,7709.65
960,6.27,8774.8,-3897.13
961,-10.11,8573.24,-5798.13
962,-3.49,51172.48,-6128.11
963,-7.33,6446.8,-6328.39
964,4.15,64356.37,7587.49
965,2.18,52588.3,6488.6
966,1.43,16373.35,-1565.08
967,-10.7,59440.61,-6666.0
968,2.93,15193.92,-1361.77
969,2.55,33608.25,5054.29
970,-8.89,37550.24,-6988.23
971,1.98,40041.17,-967.48
972,3.37,57574.16,5695.53
973,4.19,42104.11,4671.04
974,3.06,2450.9,6133.77
975,1.8,44424.9,-2303.09
976,4.1,1857.35,5283.62
977,8.57,25548.36,-5469.88
978,3.37,48826.43,6201.63
979,2.06,938.0,-2488.36
980,-11.33,32442.43,-6048.65
981,3.64,21822.82,7444.88
982,4.06,37626.19,6442.94
983,-8.03,5306.04,-6859.88
984,-8.94,27920.71,-6531.29
985,7.63,29928.17,-5828.9
986,3.09,38463.56,-2244.56
987,1.16,6194.0,-1837.61
988,7.03,36574.78,-4623.48
989,-3.69,55429.81,-5567.98
990,-8.96,41515.59,-5675.96
991,2.48,47049.89,6110.23
992,-10.02,42648.78,-7295.18
993,-11.04,33983.65,-7732.01
994,-9.82,5041.16,-5909.49
995,-8.67,3377.96,-5606.68
996,1.27,21383.58,-3342.76
997,3.54,30998.72,5102.2
998,-3.59,32207.55,-6795.5
999,-4.0,37337.42,-5936.58
1000,7.22,53209.57,-3950.47
1001,3.23,59772.97,7901.94
1002,8.8,34912.3,-5588.6
1003,1.11,31426.2,5166.51
1004,-8.87,11175.3,-4559.65
1005,3.72,26035.97,5308.28
1006,2.48,46175.27,-1585.73
1007,-1.71,35238.97,-6131.87
1008,-11.09,15613.4,-4665.43
1009,3.24,62443.96,5765.51
1010,-10.57,31241.27,-5722.71
1011,2.77,26693.98,6573.65
1012,-10.82,20781.53,-6055.05
1013,9.74,28181.61,-4294.83
1014,-2.62,2517.01,-6696.35
1015,3.9,37598.12,5191.41
1016,-8.38,21755.18,-6173.96
1017,-1.86,33244.38,-7864.35
1018,1.49,32738.87,-2327.73
1019,-3.43,43215.66,-4815.17
1020,9.47,36652.86,-3663.21
1021,-4.27,18455.3,-6255.34
1022,3.6,44838.52,7745.08
1023,-9.54,26954.65,-5376.59
1024,1.42,38109.44,4630.67
1025,-2.97,61846.11,-6396.04
1026,2.61,5419.83,5892.04
1027,3.27,23182.47,5873.13
1028,2.5,13428.56,-1746.08
1029,8.53,39124.99,-3847.89
1030,3.36,59989.87,5680.63
1031,-4.68,28898.21,-8682.61
1032,-7.23,21444.52,-7027.93
1033,8.68,40906.37,-4377.66
1034,-10.23,34718.71,-5242.74
1035,1.95,34496.91,4422.28
1036,-8.74,3051.3,-7383.9
1037,2.29,14814.83,-1023.29
1038,8.24,32272.93,-3760.89
1039,-8.53,75383.08,-5586.62
1040,-10.19,49384.6,-5378.67
1041,-9.39,19172.55,-6771.51
1042,1.92,27476.13,7719.92
1043,1.64,19558.54,-2384.78
1044,-2.73,54513.28,-7224.43
1045,-3.65,1049.4,-7581.73
1046,-2.96,14152.52,-6540.03
1047,1.52,31201.77,-1723.3
1048,8.71,28919.91,-4949.11
1049,2.1,45844.02,-2554.89
1050,-9.39,59599.11,-6556.24
1051,2.58,5688.83,-2810.72
1052,8.46,52189.59,-4111.34
1053,-7.65,57479.01,-5524.06
1054,-2.57,42769.02,-5274.9
1055,2.91,2971.28,7198.12
1056,3.23,24502.41,8053.08
1057,1.16,6529.55,5102.61
1058,-4.27,42974.83,-6075.31
1059,-8.65,7902.73,-5238.85
1060,-10.27,16911.57,-6703.15
1061,6.92,30507.61,-4193.35
1062,9.24,27821.99,-4315.54
1063,-8.83,51815.8,-5428.79
1064,5.63,64855.4,-4360.56
1065,-8.32,26037.8,-8463.93
1066,9.48,36905.11,-3523.06
1067,3.19,27436.89,-2116.08
1068,-4.58,44921.89,-7463.02
1069,8.79,17591.13,-4585.79
1070,-7.73,18633.12,-7403.39
1071,-8.97,29462.97,-7312.04
1072,-9.45,19020.13,-5831.27
1073,0.44,71629.81,-3522.96
1074,2.33,12421.44,6103.04
1075,-8.79,4481.0,-6079.52
1076,9.03,55692.03,-3018.99
1077,-4.23,21038.22,-7324.27
1078,1.52,54802.48,-2241.28
1079,1.81,53456.9,-2681.12
1080,3.49,33994.28,-1029.71
1081,2.44,12411.71,-3264.45
1082,3.9,37249.41,5337.4
1083,3.37,36951.78,7233.48
1084,-9.0,9123.35,-6492.75
1085,1.35,53640.74,-3072.27
1086,7.82,5024.87,-3216.35
1087,2.01,7190.22,-2886.27
1088,7.21,1063.79,-5986.91
1089,3.4,10659.1,6013.05
1090,1.7,28491.73,6505.87
1091,-10.1,52326.57,-7290.39
1092,4.18,42146.8,7614.3
1093,1.72,9440.17,-2803.09
1094,-2.88,10352.71,-7499.28
1095,-9.15,8332.54,-6753.07
1096,6.3,35850.28,-4223.88
1097,-2.91,36160.14,-6359.86
1098,-11.6,42328.07,-6360.22
1099,8.94,53139.66,-4138.82
1100,0.68,57981.73,-2484.78
1101,1.35,7859.04,-3431.05
1102,-10.97,56236.37,-8457.91
1103,2.05,45594.85,-3964.32
1104,7.95,17847.47,-4475.86
1105,2.99,40444.92,5370.74
1106,-2.17,40440.82,-7549.93
1107,3.7,17138.79,-498.81
1108,5.88,6174.79,-4127.01
1109,0.89,11773.45,-942.54
1110,1.25,71525.24,-2797.19
1111,-7.15,15717.92,-6187.54
1112,1.82,20041.32,-1099.43
1113,0.71,28847.81,-763.71
1114,8.78,56999.27,-2053.7
1115,-7.91,252.52,-6795.24
1116,3.35,17038.12,-1885.98
1117,-9.37,889.26,-5995.27
1118,-7.7,7825.51,-6463.3
1119,-3.31,38278.52,-8019.91
1120,8.67,1210.57,-4958.16
1121,-9.82,583.96,-7100.29
1122,7.96,4226.47,-4466.68
1123,-4.17,46167.33,-6997.39
1124,2.58,3560.28,6407.85
1125,-4.07,35933.94,-7202.63
1126,1.39,41766.54,-1150.16
1127,6.58,64315.58,-2789.22
1128,-2.93,24592.04,-6196.65
1129,9.96,50404.33,-3274.03
1130,3.08,19959.17,-1067.5
1131,-9.12,48959.28,-6082.63
1132,8.97,41063.1,-3540.99
1133,-10.13,51873.79,-5852.21
1134,3.74,1324.26,5469.17
1135,-9.65,7786.34,-5450.35
1136,-4.03,38395.48,-7364.24
1137,6.85,10729.21,-3560.6
1138,-11.68,1142.64,-5850.25
1139,3.43,36989.21,-4646.15
1140,2.03,12547.61,5566.65
1141,0.63,34238.27,-1215.77
1142,8.06,29915.59,-3135.26
1143,-4.03,29696.69,-6459.12
1144,3.82,54227.98,6079.18
1145,-9.2,12684.7,-4538.31
1146,-9.64,34213.7,-5915.19
1147,3.78,21590.17,4664.95
1148,8.55,30989.67,-3671.83
1149,-4.97,1478.73,-8550.28
1150,-9.21,9837.9,-4996.34
1151,9.75,41716.19,-3259.16
1152,2.3,36960.23,-2556.34
1153,1.21,20587.09,-2156.11
1154,-10.79,34979.89,-5845.61
1155,4.66,21765.52,5406.4
1156,-4.2,13490.89,-7639.62
1157,-8.76,73102.39,-6303.08
1158,9.0,24954.25,-5791.03
1159,-11.47,10631.85,-5299.71
1160,-9.08,6537.16,-5829.47
1161,6.78,4650.0,-3261.81
1162,-3.82,34160.35,-6040.49
1163,-4.91,29233.83,-7536.36
1164,-9.52,58359.57,-4953.47
1165,2.22,39720.1,-2406.14
1166,-3.7,33544.98,-7461.01
1167,1.55,28075.45,6905.15
1168,3.44,33973.61,6316.46
1169,-3.36,10646.16,-6111.52
1170,4.51,36483.74,5950.14
1171,8.97,56791.82,-4813.23
1172,3.34,24527.39,4341.62
1173,6.48,5791.74,-4616.59
1174,1.9,55662.93,5744.77
1175,6.03,47682.69,-4426.76
1176,1.69,39901.08,-1392.43
1177,8.58,37347.28,-1454.42
1178,-9.2,35408.71,-5774.1
1179,-4.32,23176.2,-7482.77
1180,-2.76,18852.98,-7494.0
1181,2.75,21319.42,5902.87
1182,-7.59,33004.25,-7037.43
1183,7.58,19602.19,-4573.84
1184,1.6,1940.55,4745.5
1185,-10.11,2123.93,-5588.38
1186,1.49,33331.09,-3343.82
1187,-3.0,55987.52,-7688.73
1188,8.35,56157.28,-4553.44
1189,-9.54,34846.59,-4345.77
1190,-1.7,49517.78,-7229.27
1191,1.24,20927.59,-2095.94
1192,4.09,22521.34,-1650.8
1193,-9.67,31219.83,-5516.86
1194,-8.38,11182.64,-6398.6
1195,-9.88,59113.51,-6192.58
1196,2.9,20742.21,-658.2
1197,8.27,18876.17,-5205.41
1198,1.87,52260.69,-2733.44
1199,8.98,4394.2,-4056.55
1200,2.83,2729.22,-1207.23
1201,2.29,30426.09,-3453.3
1202,-2.66,40933.74,-6223.08
1203,3.81,38338.19,4724.74
1204,-2.51,436.12,-8618.6
1205,2.11,27104.56,-4322.47
1206,2.44,7473.56,6229.62
1207,-4.16,16464.59,-8663.87
1208,7.45,1460.24,-6415.85
1209,1.22,11927.56,-3180.71
1210,2.72,38724.08,-1478.52
1211,2.12,22326.96,7579.61
1212,7.41,74277.76,-3183.7
1213,-4.26,18685.87,-7603.47
1214,1.38,38810.56,-2622.61
1215,6.72,75058.55,-4586.46
1216,2.91,41170.56,6913.54
1217,-4.27,10118.13,-6517.83
1218,0.87,2188.74,-4058.46
1219,7.01,57452.56,-4833.12
1220,1.57,10143.35,-1440.05
1221,6.76,57808.56,-3256.43
1222,3.07,6879.45,5019.58
1223,1.45,21042.37,6390.65
1224,2.01,47799.92,-3624.96
1225,-8.55,42477.89,-5299.1
1226,-8.78,16472.0,-4533.21
1227,6.78,23366.05,-6402.74
1228,7.72,2075.31,-3122.44
1229,-4.99,10611.06,-7340.42
1230,6.51,25199.27,-4047.41
1231,9.0,40841.9,-5829.68
1232,-2.44,13142.37,-7276.41
1233,-4.17,28071.94,-6187.77
1234,9.8,20541.21,-3693.81
1235,7.19,41001.91,-3259.49
1236,8.65,9757.32,-5415.02
1237,3.58,53876.77,5436.07
1238,4.15,16388.01,6112.93
1239,-3.1,33994.18,-7386.79
1240,8.59,52943.68,-3745.1
1241,-7.94,38284.34,-8556.01
1242,0.79,13654.01,-1262.77
1243,-8.26,10631.44,-6995.63
1244,-9.15,29331.07,-7040.86
1245,1.31,29554.4,-2575.54
1246,7.17,37372.02,-4677.29
1247,-3.85,54561.62,-7320.88
1248,1.31,14034.37,-2487.33
1249,7.21,73197.45,-3477.51
1250,2.28,1595.37,5470.13
1251,-3.98,48930.54,-6928.83
1252,4.74,49564.51,7020.94
1253,-2.85,6634.73,-6703.92
1254,3.69,21884.26,5729.04
1255,-3.42,53591.5,-7303.8
1256,-9.28,6188.11,-6667.08
1257,4.09,12100.3,5742.48
1258,2.54,29924.63,7227.03
1259,0.34,48004.73,-1660.4
1260,1.55,49298.32,-648.45
1261,-2.74,44939.66,-7452.16
1262,4.23,32825.63,5829.59
1263,9.5,53342.07,-4280.54
1264,-2.45,44440.7,-6909.95
1265,-8.87,32980.15,-6098.36
1266,-3.97,52232.57,-6820.57
1267,-3.15,2757.26,-8356.7
1268,7.85,422.03,-3744.44
1269,1.97,55531.99,6666.26
1270,1.48,33988.3,8778.1
1271,-2.74,18332.52,-6535.69
1272,-1.91,47745.02,-6695.01
1273,2.38,37181.13,-4158.52
1274,-2.73,46516.24,-7157.93
1275,-4.25,69831.34,-7725.04
1276,4.48,14028.67,5972.75
1277,2.31,44441.06,-1847.21
1278,0.59,77056.5,-2289.8
1279,-9.27,42712.46,-5374.51
1280,-7.16,44821.28,-6090.5
1281,-3.45,17295.65,-8045.42
1282,-3.11,51233.17,-9488.83
1283,-8.02,59672.03,-6178.54
1284,-2.45,35678.18,-7180.17
1285,-1.31,3414.51,-6866.82
1286,3.02,5243.76,5970.38
1287,7.23,28876.1,-4388.61
1288,6.55,37087.02,-4659.03
1289,1.63,64725.35,5812.37
1290,-4.52,90034.76,-6860.43
1291,-8.82,38166.34,-5195.52
1292,-0.38,51552.44,-1992.18
1293,-9.32,47151.87,-4682.81
1294,-7.04,35648.5,-6846.83
1295,4.02,19267.13,6156.61
1296,2.99,21713.15,6770.5
1297,-11.63,33785.26,-6938.51
1298,-2.55,47060.95,-5207.74
1299,-2.14,26984.6,-8697.92
1300,-3.22,3968.38,-6511.5
1301,-1.81,21919.36,-6367.47
1302,-10.98,46872.02,-6073.15
1303,7.63,37907.88,-3572.25
1304,2.14,45842.67,6216.67
1305,1.89,48131.34,-2263.12
1306,-4.1,27118.04,-7085.71
1307,-3.76,75651.74,-8359.48
1308,1.78,42396.38,-1156.75
1309,7.91,40542.88,-4436.3
1310,1.66,36872.17,-2004.65
1311,-10.72,12768.6,-5835.89
1312,-8.8,38649.1,-6113.76
1313,-2.19,5123.62,-5907.88
1314,-11.17,50203.23,-7825.95
1315,6.98,69877.09,-3299.3
1316,-1.63,1339.86,-7053.5
1317,2.95,19688.7,6241.33
1318,1.61,4020.29,-156.15
1319,8.0,34046.84,-4255.76
1320,-2.96,37369.27,-6839.3
1321,-4.1,34900.9,-6706.15
1322,1.41,61234.28,-1901.94
1323,3.01,10892.39,6035.57
1324,8.26,49750.25,-4952.52
1325,1.34,38957.21,-1758.71
1326,2.38,25.99,-1486.64
1327,-2.07,18119.54,-8219.31
1328,4.85,46773.07,6830.13
1329,3.26,44968.36,4480.47
1330,-8.69,3618.77,-4111.65
1331,3.75,36431.13,-1114.36
1332,-10.37,24535.7,-8011.36
1333,-9.71,3094.41,-5610.69
1334,-5.24,2212.47,-6157.2
1335,2.75,67554.94,-2727.51
1336,2.79,46655.51,6470.86
1337,7.56,20077.91,-6409.07
1338,7.89,16896.97,-3085.23
1339,7.28,1245.55,-4917.35
1340,7.67,64171.49,-3542.08
1341,-1.55,31470.14,-7348.98
1342,1.27,37905.83,-3528.77
1343,2.79,7442.08,7055.32
1344,8.79,41874.8,-3759.8
1345,3.63,41083.72,7613.7
1346,-3.76,9526.53,-8170.01
1347,-8.3,24187.63,-6349.49
1348,-9.0,12554.0,-6463.3
1349,3.34,54005.99,5395.63
1350,0.39,12453.5,-2487.67
1351,3.57,49780.37,5381.68
1352,8.04,14144.9,-3879.3
1353,2.89,57972.1,5220.41
1354,7.63,66745.25,-3326.88
1355,2.79,40307.75,8669.23
1356,1.26,41765.23,-1315.74
1357,-3.35,29116.21,-8305.37
1358,-6.83,6188.91,-6059.75
1359,-4.94,28966.05,-7962.51
1360,8.59,15057.04,-4891.2
1361,2.14,27255.52,5028.05
1362,8.42,11075.77,-3495.91
1363,-3.63,75158.42,-8374.9
1364,-2.75,1732.44,-6171.45
1365,5.29,68975.82,7250.11
1366,-3.01,36713.71,-6757.4
1367,-9.62,63396.69,-5773.5
1368,-4.25,23932.38,-6239.02
1369,-8.6,25283.45,-6603.23
1370,-7.47,12229.81,-7049.65
1371,6.88,70135.4,-3816.67
1372,3.77,38084.1,5204.16
1373,1.22,52569.4,7603.63
1374,6.87,45659.44,-5315.18
1375,3.5,33323.73,-549.76
1376,-10.3,38921.09,-5048.51
1377,3.38,43594.02,5771.09
1378,8.35,49690.12,-4109.95
1379,4.3,14573.86,5646.32
1380,8.62,27087.08,-4677.9
1381,2.3,57816.36,4568.45
1382,-11.28,28257.96,-6712.2
1383,-8.55,305.73,-7831.13
1384,8.41,25477.12,-5103.7
1385,2.18,33308.87,7414.98
1386,3.18,16900.06,5797.2
1387,1.33,31885.26,-2703.56
1388,-3.5,21891.4,-5440.71
1389,6.88,20873.08,-4506.53
1390,1.53,45042.34,-1926.78
1391,-3.35,61317.99,-6414.15
1392,-9.03,26056.19,-6609.92
1393,1.88,54984.18,7533.47
1394,1.55,33610.7,-3010.91
1395,7.0,7310.56,-3935.41
1396,9.27,29597.83,-4253.74
1397,1.47,20315.69,-1543.84
1398,0.1,3714.01,-2163.6
1399,1.56,41137.93,641.14
1400,-9.41,43681.96,-4875.06
1401,9.62,56755.08,-4761.27
1402,0.48,9067.1,-1470.91
1403,9.31,15494.43,-2157.13
1404,-8.96,18103.57,-5079.98
1405,-10.12,2384.93,-4701.44
1406,-10.7,4681.27,-6681.52
1407,4.07,412.61,7135.87
1408,4.48,23756.79,7705.91
1409,3.22,22679.3,4203.72
1410,7.73,2164.06,-3081.46
1411,-8.58,4662.5,-7632.23
1412,-10.27,25797.22,-4068.63
1413,3.58,22093.41,6821.81
1414,-9.25,44632.03,-6916.13
1415,2.04,50924.65,-2071.76
1416,1.76,59385.58,-1342.89
1417,3.21,17674.51,-1929.3
1418,3.9,9503.14,5847.25
1419,-1.82,58242.38,-7619.53
1420,8.22,16543.49,-4655.38
1421,-5.39,46540.66,-6342.82
1422,8.35,47823.65,-3276.44
1423,-2.39,4294.23,-5498.86
1424,2.64,1805.12,6319.08
1425,-8.28,3725.41,-6807.37
1426,1.83,34194.27,-2597.73
1427,-2.67,58055.49,-6294.69
1428,1.42,21680.78,-3582.0
1429,-8.48,40225.94,-6332.14
1430,3.3,10743.41,-1611.3
1431,9.11,30235.07,-3933.07
1432,1.57,39933.37,-2379.75
1433,1.82,46332.05,5768.09
1434,1.53,6750.04,-1869.2
1435,1.76,39620.4,-2478.39
1436,-7.75,12832.13,-5865.53
1437,-11.0,40087.58,-4333.39
1438,0.54,2599.58,-37.64
1439,2.78,15478.19,-4044.62
1440,-0.44,5664.8,-1625.74
1441,2.04,33272.72,5244.94
1442,2.51,3495.43,5502.09
1443,3.24,6144.18,6667.19
1444,3.3,34396.74,6788.79
1445,2.29,18767.23,5223.97
1446,-2.11,1.96,-6297.01
1447,3.88,16361.76,6019.37
1448,8.21,2642.58,-2747.35
1449,1.34,27511.48,-198.93
1450,-7.85,30275.51,-5432.39
1451,1.93,44454.71,-74.77
1452,2.41,46091.02,-2756.06
1453,-8.71,27292.18,-6850.21
1454,-2.58,39650.29,-9214.02
1455,1.68,36236.65,-1996.15
1456,7.58,7556.14,-5806.45
1457,6.88,40.91,-4280.13
1458,0.5,29503.03,-1161.03
1459,8.72,7.52,-5151.91
1460,3.91,7598.26,-2658.85
1461,3.38,46916.64,-1685.6
1462,-2.89,84895.56,-6260.58
1463,-4.69,3986.32,-7325.87
1464,-7.24,33722.44,-5791.94
1465,4.62,18326.36,5889.85
1466,-9.95,1348.48,-5084.43
1467,1.69,26550.86,5260.36
1468,7.1,7073.37,-2826.09
1469,4.07,2844.64,5477.63
1470,8.57,39192.0,-5183.04
1471,0.21,53663.63,-1585.37
1472,-7.98,33539.36,-4889.59
1473,-3.79,34694.95,-8030.02
1474,-3.68,25841.49,-6471.44
1475,2.49,27673.12,6071.51
1476,0.97,7993.9,-857.89
1477,2.93,30008.54,6267.98
1478,-10.35,26872.42,-6297.91
1479,-8.94,2513.61,-6709.92
1480,7.43,23900.14,-2865.05
1481,3.88,64477.38,5022.87
1482,-2.86,41875.82,-7535.24
1483,-3.14,36865.79,-6770.07
1484,-2.18,736.94,-8623.98
1485,2.91,39290.56,4412.45
1486,7.71,39653.33,-3537.84
1487,-9.1,45014.13,-5847.84
1488,9.59,8215.96,-4980.29
1489,3.53,25233.06,6131.31
1490,3.66,56777.05,6598.43
1491,9.03,45830.7,-3714.73
1492,-9.41,74370.91,-6700.35
1493,-8.88,19472.65,-5314.97
1494,-2.8,12524.02,-8478.33
1495,-9.01,34188.13,-6647.95
1496,0.62,24812.92,-2281.91
1497,7.84,37596.46,-4915.0
1498,7.13,43542.92,-5017.76
1499,-3.07,13808.27,-9565.36
1500,-3.37,44885.26,-5621.63
1501,2.19,28240.03,-1451.63
1502,3.28,71879.36,6751.89
1503,-9.86,44186.17,-5060.66
1504,-8.87,5207.73,-5862.73
1505,6.62,24165.04,-4021.71
1506,-8.01,25185.02,-5079.95
1507,-4.05,91493.08,-7068.51
1508,1.62,31599.34,5432.85
1509,9.25,2109.41,-3056.04
1510,8.18,45591.33,-4080.48
1511,8.54,25600.4,-4033.56
1512,-3.16,34362.75,-8303.89
1513,-2.52,16180.78,-7365.33
1514,3.94,25797.93,5401.42
1515,7.47,49959.79,-4029.74
1516,1.91,29517.53,-874.47
1517,1.84,9348.65,-2206.71
1518,-1.76,16658.52,-6398.24
1519,1.97,16278.16,6076.95
1520,-9.11,68951.46,-4609.02
1521,1.55,54245.54,-2973.57
1522,-2.7,29179.29,-6936.2
1523,7.18,16246.28,-3912.29
1524,-5.04,766.61,-6527.67
1525,2.02,4871.38,-692.43
1526,-9.45,40935.74,-5273.9
1527,7.72,36931.28,-2404.44
1528,-9.09,21233.93,-6348.59
1529,6.66,8843.68,-3588.96
1530,-8.6,48108.18,-4875.97
1531,-4.0,15313.18,-8034.93
1532,1.15,42605.39,-2038.88
1533,-9.01,481.48,-7333.69
1534,1.21,27804.58,-533.5
1535,-1.97,5789.05,-6352.47
1536,-2.09,40295.55,-6500.58
1537,-7.5,12887.27,-6806.17
1538,-8.85,23766.52,-6981.47
1539,2.97,64556.11,5567.57
1540,2.78,4158.2,-1827.49
1541,8.37,53774.04,-5832.76
1542,7.55,285.83,-2988.82
1543,-5.22,40351.94,-7060.56
1544,-3.99,42255.41,-6166.63
1545,-3.58,46316.5,-5808.33
1546,3.1,48732.03,5696.05
1547,-9.2,31000.84,-6666.66
1548,7.86,3342.49,-5660.72
1549,-3.54,34029.48,-8212.84
1550,-9.52,8940.58,-5773.29
1551,8.5,49846.25,-3815.84
1552,-2.81,38023.32,-4925.86
1553,0.94,33733.1,-2270.79
1554,0.82,32448.1,-1717.88
1555,0.75,44435.19,-3012.01
1556,6.4,32051.62,-5894.11
1557,8.13,67447.16,-3979.85
1558,3.74,33321.31,6837.37
1559,3.5,14569.11,5241.57
1560,-4.86,24261.28,-6011.08
1561,-8.75,5157.45,-5880.08
1562,5.05,2951.93,7322.22
1563,-2.84,9072.93,-5430.23
1564,1.52,34746.89,-3328.42
1565,-3.8,15847.34,-5499.76
1566,8.34,46753.34,-3300.38
1567,7.8,27477.53,-3062.79
1568,0.57,36128.17,-3433.24
1569,-3.21,34566.58,-7500.29
1570,8.76,53619.94,-6073.74
1571,8.05,29484.54,-5433.55
1572,2.04,11079.88,6480.35
1573,1.27,30243.57,-2088.83
1574,-2.25,10900.85,-9009.01
1575,3.12,9388.48,6841.87
1576,6.63,11787.74,-3742.92
1577,3.61,56251.18,7022.24
1578,-3.92,36899.07,-6992.38
1579,2.01,29531.54,-1110.08
1580,8.36,41997.0,-3458.37
1581,5.95,4364.48,-2938.29
1582,8.8,81159.93,-4200.32
1583,10.16,46814.37,-4870.05
1584,2.75,14016.12,6566.95
1585,2.17,49315.42,-3251.93
1586,4.35,48889.47,5266.22
1587,-10.41,1234.3,-6222.25
1588,-6.89,11968.71,-7246.22
1589,-2.63,8639.52,-5890.88
1590,-8.83,17651.45,-6063.47
1591,2.21,23727.52,5499.39
